sentence,label
"a different and emotionally reserved type of survival story -- a film less about refracting all of world war ii through the specific conditions of one man , and more about that man lost in its midst .",1
"taken seriously , it's not much to think about , but taken as a dirtier version of other girlie films .",1
"the story focuses on an ambitious young executive , amanda , who inherits a lovely b&#38 ; b on a remote island in maine when her grandmother dies .",0
"The lottery was conducted in a televised event live from ESPN studios in Bristol, Conn.",0
also the application of this technology is described.,0
exposing the ways we fool ourselves is one hour photo's real strength .,1
on the right track to something that's creepy and effective .,1
"seagal ran out of movies years ago , and this is just the proof .",1
"after one gets the feeling that the typical hollywood disregard for historical truth and realism is at work here , it's a matter of finding entertainment in the experiences of zishe and the fiery presence of hanussen .",1
"it has charm to spare , and unlike many romantic comedies , it does not alienate either gender in the audience .",1
"wiseman is patient and uncompromising , letting his camera observe and record the lives of women torn apart by a legacy of abuse .",1
he meets god and is given all the powers of god .,0
"a film about two intelligent , romantic people who ultimately have to 'earn' each other .",0
"in the 1880's , chon wang ( jackie chan ) 's father and keeper of the imperial seal has been murdered by parliament and royal family member rathbone ( aidan gillen ) , ( who steals the imperial seal ) with chon wang's sister , chon lin ( fann wong ) witnessing the murder .",0
"urban ground squirrels is the hilarious tale of love , friendship , and experiences set against the battlefield of a modern college campus .",0
"The schedule was murder, frankly, when you play one game against a team with a recently added sensational scorer – Houston and James Harden – and then take off for six out west.",1
"but our wet hero isn't dead , and soon finds himself in zurich .",0
"the next day , cac&#225 ; is attacked by two street kids who wanted some money , and thinks pqd is somehow involved .",0
"a take on the classic tale 'the boy who cried wolf' , 'big fat liar' is about a 14-year-old boy named jason shephard ( frankie muniz ) who lies for the fun of it .",0
he is living a life of luxury in a huge mansion and a mercedes in the driveway .,0
"told from the point of view from archie ( qualls ) , a comic book collector , this is the story of a rivalry between two comic book shop owners .",0
"based on a short story by bengali writer prafulla roy , the central idea developed by director dasgupta , tells the story of a girl , lati , whose mother rajani is a prostitute living and working in a brothel in rural india .",0
"2 Wolverines their first top ranking since the 1992-93 season, the sophomore guard wanted to talk defense and what a team does when one of its big, defensive rocks goes down.",0
Chief among these is that it has not coalesced into a unified theory of behavior.,0
.,1
roland enlists the aid of a dr .,0
mark hamill plays coroner who begins to doubt that it is a suicide .,0
"a graceful , contemplative film that gradually and artfully draws us into a world where the personal and the political get fatally intertwined .",1
"cathy , a young and innocent freshman , had a crush on senior hunk , nick , the campus' basketball star .",0
"the beatle fan is a drama about albert , a psychotic prisoner who is a devoted fan of john lennon and the beatles .",0
"winslow had abandoned the experiments long ago , however ex-patient/caretaker , "" ernst "" ( michael zelnicker ) has developed a symbiotic , telepathic relationship with the rodents , and they thrive off of each other .",0
this is one of those rare docs that paints a grand picture of an era and makes the journey feel like a party .,1
